jobid, gpu type, walltime (s)
063c06026d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
066cf3666d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
06a6c5d26d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
06e36afa6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
071940766d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
074cc46e6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
07828ef06d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1188
07aef4686d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
07eb467a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
08226d126d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
086346526d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
089564d46d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
08cacb066d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
0908eaf86d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
094186e26d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
0979ba446d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
09a92a906d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
09de67006d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
0a0fb6e86d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
0a3ecb906d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
0a7a9c7e6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
0ab1555c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
0ae9b1ea6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
0b1f01746d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
0b62af966d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
0b973b266d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
0bcd96a86d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
0bfe8dee6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
0c3744cc6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
0c6d702e6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
0ca408d26d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
0cd9420e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
0d0d65346d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
0d42e9706d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
0d7845346d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
0db10c706d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
0de4a2246d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
0e13adb26d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
0e4fb6226d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
0e8643fe6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
0eba80c46d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
0ef756de6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
0f2bc81a6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
0f60ae686d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
0f9798246d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
0fca87846d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
0ffb85326d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
103022746d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
10715e9c6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
10a9abe46d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1872
10da43e46d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
110b8ff86d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
113eb5866d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
116f5e166d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
11ab67806d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1188
11df118e6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
1214270c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
1252591e6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
128a0f3a6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
12daf26a6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
131e832c6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
1487695e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
1563680a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1188
159b28da6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
15cfd15c6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
160ae3146d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
16433afc6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
1677ef7c6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
16a9964e6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
16e098c46d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
171319fc6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
174ee4146d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
17849d8e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1656
17c058e26d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
17f5bfd26d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
182bfac06d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
1862a5fc6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
18973c546d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2160
18cd24ae6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1152
190222806d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
193cc99e6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
1975b4ac6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
19a635fa6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
19d853466d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
1a0b8ca26d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
1a4569f46d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
1a8181326d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
1ab281426d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
1aecdaa46d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1656
1b2485446d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2160
1b5405e46d8211ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
1b8968a66d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3276
1bbeb1e66d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2772
1bf2c6e86d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3276
1c2e8eda6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2592
1c697a9a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3024
1c9fbde46d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2628
1cd86f546d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2592
1d095c226d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2376
1d4024dc6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2088
1d73ab686d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2808
1da97cb66d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3060
1ddc0d7a6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
1e1848086d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2052
1e4ccb326d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2952
1e82f18a6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1980
1ebd05286d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1980
1eebc03e6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1944
1f1d5d426d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2088
1f58312e6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1944
1f94b7de6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1944
1fca47506d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2016
2000a3ae6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2340
203df2ae6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
20754b3c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
20aa87026d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1836
20dc8d6a6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2124
210e39fa6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
214b15326d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2448
2186c3fc6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
21c0b1f26d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2340
21fa74146d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2160
2233cf986d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
226629e86d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2484
22a146226d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2124
22d4b3546d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
2309632e6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1800
234b55f46d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1944
237e328a6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2016
23b462c46d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1872
23e80f706d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
2425016e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1800
245be5766d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
249184606d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
24c2a5fe6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2484
25036b3e6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1728
2537719a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
2569480a6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
25a058866d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1656
25d027aa6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
260541b06d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2484
2639379a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
266e16cc6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
26a530806d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
26d6ce246d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1980
2710ebc26d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
274a00ba6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1692
278080726d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2196
27b397466d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1944
27ea45706d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
281f61d86d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1188
285ba9fe6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
289596506d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
28ced3026d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
2900b1886d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
293f64286d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
2975e6d86d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2484
29bc09c46d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3492
29f847366d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1152
2a3090786d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
2a6e21186d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
2aa567546d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1872
2adcf9b26d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2772
2b15c01c6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
2b4b92826d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
2b90ee866d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
2bc5f7846d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
2bf9854a6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
2c2e6c566d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
2c55526c6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
2c80c6c26d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
2cb300ce6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
2cea98406d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
2d214ab66d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
2d6015666d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
2d8f766c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
2dc80d246d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1656
2df8768a6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
2e30c9fe6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
2e6408966d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2304
2e93c86a6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2340
2ed58cc86d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2340
2f08ee7e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1188
2f40cd806d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2304
2f73e0a86d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2304
2fa38efc6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
2fd372e86d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
300b3a846d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
303d0c9e6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
307628946d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
30a562f86d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2160
30d2a5106d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1872
310d78166d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
3145bc8a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1908
3179b7066d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1836
31acc4ac6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 3816
31e099d06d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
321f59d66d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1836
325bdb7c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1188
328e511a6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
32c2d34a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
32f66dc26d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
3330df706d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
336535b86d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2736
339e0fa06d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2772
33d1cb6a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1584
3405a7006d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1188
343ce27e6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2376
3473217c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2592
34b71ca66d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2772
34f207c66d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
352c210e6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2736
356b336c6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
35a0b4ce6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1800
35db9b986d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
360de9d66d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
363e83d46d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
3677afba6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2736
36d6ceaa6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3348
371fa53a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
376ca8806d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
379b6c2e6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2484
38b75d7a6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
39521fcc6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2736
39cb30ba6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2520
3affe3046d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2520
3b30792e6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
3b8e524c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
3be0d9ea6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2520
3c19d13c6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2484
3c51eaea6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1944
3c82bc926d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3852
3cba4e966d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3996
3cf15eea6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3960
3d2741686d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1620
3d5e0aae6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3456
3da08dd46d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 3852
3dd2b9e46d8211ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3420
3e0853566d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
3e3b88ca6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3384
3e771e4e6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3384
3eaa60246d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3384
3ee185b86d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1188
3f1394a46d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3348
3f430eb46d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3456
3f73bece6d8211eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 3456
3fa4a0666d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
3fccdf226d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3312
3ff80ed66d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
4028ab0e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1080
4059f01a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3384
409273406d8211ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 2988
40c406bc6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 7g.40gb, 2448
40f556866d8211ec83fa141877284d92, A100-SXM4-40GB MIG 7g.40gb, 2484
4129194e6d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 2232
416268fc6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2304
419993cc6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1764
41d7cfe86d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
4208099c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
424258d66d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2304
427c37186d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2340
42b303ec6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2304
42ed222a6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
432455ba6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 2304
4356a83a6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1764
4392162c6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
43caed806d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2304
43fe00f86d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
4437ff386d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
446834506d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
449b66546d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
44cfbbb66d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
450327626d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 2232
453777106d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2196
457242be6d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1764
45aa03166d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1764
45de731c6d8211eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1764
4614785e6d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1692
464f312e6d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1548
46b212766d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1584
46e4908e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1548
4726b9f06d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 2556
475cbc086d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
478e220c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1620
47c6eb966d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1836
480b93d66d8211ecb423141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1368
48558b766d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
489766906d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1872
48cb9ea66d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
4922d1446d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
4965d2c86d8211ec83fa141877284d92, A100-SXM4-40GB MIG 7g.40gb, 2340
49a368cc6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1800
49d204fc6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1836
4a0f76166d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
4a3fdd426d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2340
4a742b2e6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2376
4aac2fec6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 2376
4b0d71da6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2340
4b3a89046d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
4b6e21606d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 2340
4bda7f726d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2124
4c4e6eb46d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2340
4c7f6c806d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
4cadabfe6d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 2340
4cdd76866d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1332
4d17d3266d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 2340
4d86709c6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2304
4db37ef26d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 2340
4de717bc6d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
