jobid, gpu type, walltime (s)
4e1c96086d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 2304
4e5758926d8211ec83fa141877284d92, A100-SXM4-40GB MIG 7g.40gb, 900
4e8ab64c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 2304
4ebb10b26d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2304
4ef66fe06d8211eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 2268
4f2a10b66d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
4f6a25f26d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2304
4fa9c8606d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2304
4fe2b8646d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 2304
50106a986d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 2160
5041fffe6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2304
5076bd486d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
50a5261a6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1260
50d418126d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
510165f66d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
512b648c6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
515c87b06d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 2196
518f43da6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
51ba9e9a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 3168
51e8c4dc6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2952
521af68c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
524bde5a6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
5274ab786d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2556
52aa7f506d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 3276
52e2ea986d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
532263e46d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
535998826d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2016
5388e0f66d8211eca422141877284d92, A100-SXM4-40GB MIG 7g.40gb, 2376
53c2c69a6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
53ff6b726d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1152
543d703e6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2124
5470ee966d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
54abdbdc6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2916
54e0a86c6d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 3060
550fc0de6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2952
55472ad86d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2052
557e66886d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2952
55b791246d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2196
55f9401a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2088
5627eda26d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2952
565630226d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2952
56860db06d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2952
56ba40766d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2952
56ec8f226d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2952
5721351a6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2772
575344606d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1584
578aebb86d8211ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1656
57bf24786d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1476
57ef16e26d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2376
582778ca6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1404
585b19dc6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 2304
588d7dbe6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 2268
58be2d9c6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1404
58f67b346d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
592b944a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
5960e8166d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
59923da86d8211ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 864
59c66e706d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 2268
59f7f9906d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
5a2ed5146d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
5a617adc6d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1368
5a9ad32c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
5ad0e4946d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2268
5b0156926d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
5b3b59146d8211ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1260
5b725c986d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
5ba6c2586d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 2232
5bd59a6a6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1476
5c0853746d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2232
5c3bd80c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 2232
5c75f2ee6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1476
5ca82c326d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1368
5cd5d5746d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
5df48af46d8211ecb423141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1260
5f0f045a6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2196
60077fea6d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1044
610630626d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1764
6184b2026d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
61ffe7566d8211ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
626c76dc6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
62a83ca86d8211ecb423141877284d92, A100-SXM4-40GB MIG 7g.40gb, 972
633e1cfa6d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 900
6434138a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
64dd7b8c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
6525ea346d8211ecb423141877284d92, A100-SXM4-40GB MIG 2g.10gb, 864
6552e4d06d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
658975406d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1656
65bd3ef26d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 972
65ecb39e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 7g.40gb, 900
661ef8d66d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 936
6659689a6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
6692a97a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
66d20d2c6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 864
670736fa6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
673b4b346d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1872
67706d286d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
67a2c5206d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
67dabe806d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
680d8a686d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1008
683e418a6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1188
68729c326d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
68aafe386d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
68dd24e46d8211ecb423141877284d92, A100-SXM4-40GB MIG 7g.40gb, 972
690fa96e6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
69440f7e6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
697720946d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
69a8c5ea6d8211ec934d141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1008
69d9c9a66d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1008
6a1335b06d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 972
6a42eaf86d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1080
6a73d3846d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1152
6aa68f906d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
6add61a06d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1584
6b10ea846d8211ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 828
6b77252e6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 936
6baba6b46d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
6bdb18c26d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
6c10e22c6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1152
6c434ae66d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1620
6c76fada6d8211ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
6cab0bb86d8211eca4d7141877284d92, A100-SXM4-40GB MIG 7g.40gb, 828
6ce526046d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1296
6d1998766d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1080
6d4cf2346d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
6d7e37546d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
6dba375e6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
6df3ccf86d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
6e2c09426d8211ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
6e659ae06d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1800
6e9b9cee6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
6ecda6d06d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1044
6eff6ce26d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
6f33ec4c6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
6f9ce79c6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
6fcbc4a46d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
70042cd66d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
703fa84c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
7076f1266d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
70a7f8f26d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
70e8a4a66d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
7123250e6d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1368
715c57666d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1008
719227c46d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 900
71c475d06d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
71fdee3c6d8211eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1044
7237f73a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1044
7271da866d8211eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 828
72a6a14e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
72dd8f066d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1044
73143d1c6d8211eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
7346163e6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
738464846d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
73c674966d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2016
740046626d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1116
743305346d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 900
7493e2786d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1944
74c89a866d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1872
74f4c7326d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1800
752006fe6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1836
755176b26d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1836
757f08026d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1800
75b210446d8211eca4d7141877284d92, A100-SXM4-40GB MIG 7g.40gb, 792
75e47cd26d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1836
7612774a6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1836
763deeca6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1800
766cf6ac6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1764
76a8b5346d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1764
76e2e5606d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1764
771e85f26d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1692
7750307a6d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 864
77832d2c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1692
77b0ce9e6d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1620
77e7414a6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
781bf0c06d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
78492e0a6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
787c6b946d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1620
78b73bca6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
78ec1c826d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
7922ad106d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1116
795c8be86d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
799f94926d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
79d571666d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
7a0c41c86d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
7a3c519c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
7a7128046d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
7ad241846d8211ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 864
7b09c4926d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
7b3fef2c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1008
7b75daa66d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1152
7baacd426d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
7bd7ea706d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
7c0914f66d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1116
7c369a666d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
7c6846606d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
7c9b9b966d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2052
7cd018126d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1908
7d029fa86d8211eca422141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
7d38c93e6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
7d69ce6c6d8211eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1116
7da120c46d8211eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
7dd2da2e6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 900
7e0a28d06d8211ecb423141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
7e370cce6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
7e69da8c6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
7e98a68c6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
7ed1082e6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
7f074a886d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1656
7f39a83e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1908
7f6f68846d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
7fa2b8746d8211ec9af0141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1260
7fd57b386d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
800ab14a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
803f93e26d8211ec83fa141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1260
807d5efc6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
80b611de6d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
80f236006d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1260
812abdfe6d8211eca422141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1224
815dc6b86d8211eca4d7141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1260
81948f366d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
81c72e326d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
81ff76a26d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
822e0c066d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
826032da6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
82a2465c6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
82daee9e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
831053866d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
83447d5a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1152
83a4ee1a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 936
83d99ec66d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
84082e3a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
8440378a6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
847702106d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 864
84ae26006d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
84dc03406d8211ec83fa141877284d92, A100-SXM4-40GB MIG 7g.40gb, 972
851300846d8211ec9af0141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
854a07466d8211eca4d7141877284d92, A100-SXM4-40GB MIG 7g.40gb, 792
857b10a26d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
85be4aa26d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1332
85f2cffc6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1296
86276c1c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1260
88646cbe6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1296
89ae94aa6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1260
8a2414826d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1260
8a8780ee6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 756
8abae2046d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
8b207b1e6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1332
8b66d6a46d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
8ba99db86d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1188
8be310666d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
8c1816b26d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1908
8c4f00006d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1008
8c85c9966d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
8cbd22b06d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
8cf5032e6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
8d2846f86d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
8d59f9d26d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
8d885a0c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1044
8db83a386d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
8de962c06d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
8e1734ac6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
8e45de426d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
8e735dcc6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1836
8ea6086c6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
8ed5f2666d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
8f024ef66d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1188
8f3285946d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1764
8f6290ea6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1764
8f8eeb906d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 900
8fbc62f06d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
8fe88cc26d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1800
9012660a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1764
903a79c46d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 972
9072b4ec6d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1044
90ab35066d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1800
90e5fb0a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1656
912009a86d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 864
915350d86d8211eca422141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1584
918b20a86d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1080
91cd36146d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
920684826d8211eca4d7141877284d92, A100-SXM4-40GB MIG 2g.10gb, 972
923a96be6d8211eca4d7141877284d92, A100-SXM4-40GB MIG 3g.20gb, 936
9272fe506d8211ec83fa141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1152
92a6efc66d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1008
92e0e0e66d8211ec934d141877284d92, A100-SXM4-40GB MIG 7g.40gb, 864
931d878a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 972
935226486d8211ec934d141877284d92, A100-SXM4-40GB MIG 7g.40gb, 1008
938751886d8211ec934d141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1008
93bc5a726d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 936
94013fca6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 7g.40gb, 864
944010f66d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 1116
947254306d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1512
94ad8bcc6d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
94df54406d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1368
9517d4006d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
954bb7fc6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 3g.20gb, 1008
9585ca8c6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
95c5d6c26d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
960495746d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1980
96387cd66d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1440
966dac3a6d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1260
96ac2c626d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1332
96e2f0126d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 2016
97258bd46d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1404
975bc3de6d8211ec934d141877284d92, A100-SXM4-40GB MIG 2g.10gb, 864
9798a3946d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1800
97d2a9906d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1548
980eca386d8211eca4d7141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1872
9843f46a6d8211ec934d141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1224
9875d8f46d8211ec83fa141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1296
98aed9886d8211ec9af0141877284d92, A100-SXM4-40GB MIG 1g.5gb, 1476
