Active Internet connections (servers and established)
Proto Recv-Q Send-Q Local Address           Foreign Address         State       PID/Program name    
tcp        0      0 172.31.16.161:9618      172.31.8.40:45429       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.86:38467       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.9.50:42274       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.228:45366     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.75.87:36304      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.139:39708      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.192:37039      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.253:42224      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.64.98:46797      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.9.59:44153       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.5.64:41086       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.1.5:38401        ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.14.171:38382     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.7.42:39434       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.70.237:37603     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.67.77:33115      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.10.201:45662     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:6787      172.31.16.161:9618      ESTABLISHED 2483/condor_schedd  
tcp        0      0 172.31.16.161:9618      172.31.5.146:44902      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.16.161:26761     TIME_WAIT   -                   
tcp        0      0 172.31.16.161:9618      172.31.68.225:41485     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.76.167:36682     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.69.109:37908     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.78.178:43341     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.71.185:34764     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.4.62:38489       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.66.99:39925      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.6.9:39381        ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.14.32:40438      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.76.13:44058      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.14.233:34773     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.9.245:40608      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.78.17:37241      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.75.208:38357     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.68.45:46047      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.6.138:34316      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.78.199:45334     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.71.185:34736     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.5.255:36356      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.1.121:35761      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.208:40470     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.157:45507     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.4.46:41082       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.67:45803       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.64.199:39243     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.72.45:39763      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.231:41974     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.68.11:33886      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.14.31:41332      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.4.46:38682       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.68.45:39980      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.7:44995        ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.66.255:36757     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.1.171:46718      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.3.99:40346       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.66.163:36850     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.78.225:35625     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.78.93:34054      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.5.168:34400      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.72.8:38109       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.70.119:39617     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.74.238:45770     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.71.65:37684      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.64.181:35396     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.47:45512      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.3.123:43058      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.1.171:37049      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.72.245:37983     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.62:37151       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.75.91:42672      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.64.4:39327       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.10.91:35717      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.6.120:42991      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.84:36032       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.13.181:43620     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.3.81:33648       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.1.127:37720      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.66.255:34880     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.72.27:38488      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.68.201:33789     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.6.9:35558        ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.7.31:41503       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.14.32:42225      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.78.122:38404     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.76.205:39954     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.152:36619      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.93:37264      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.53:39033       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.70.178:41262     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.11.99:45309      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.5.39:35856       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.67.83:38143      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.152:37197      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.104:42996     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.75.44:45286      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.255:37453      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.73.154:34450     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.11.17:37983      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.47:41093      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.53:41001      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.74.245:32859     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.3:40042        ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.11.119:43356     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.71.59:46866      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.79.243:40411     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.64.236:42258     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.3.36:40006       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.77:34707       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.68.152:37348     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.50:33582       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.9.245:34420      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.77.184:42301     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.69.150:40677     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.74.145:35456     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.14.115:38989     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.9.117:38063      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.76.94:41860      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.147:36976      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.32:39270      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.146:41585      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:4256      172.31.16.161:9618      ESTABLISHED 2482/condor_negotia 
tcp        0      0 172.31.16.161:9618      172.31.68.210:42218     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.222:41813      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.71:44038       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.79.116:37819     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.3.151:44095      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.78.174:34542     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.67.120:46484     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.68:43575       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.10:35156       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.72.8:39149       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.10.138:39388     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.65.95:37979      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.72:39618      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.1:33953        ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.146:44158      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.72.64:43550      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.78.225:39372     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.3.21:43276       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.77.227:33853     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.228:39755     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.64:39010      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.88:46103       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.13.204:37690     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.68.201:33690     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.163:37016      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.195:40522     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.64:39442      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.73.141:40965     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.81:41633      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.9.100:40055      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.180:44436      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.67.161:41448     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.79.229:43573     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.11.56:36055      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.145:46564      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.4.241:35305      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.4.241:43706      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.70.99:43493      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.7.19:33013       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.75.228:36700     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.247:33671     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.71.201:42993     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.75.228:36555     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.64.117:40933     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.77.225:40565     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.5.146:43601      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.76.94:43214      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.171:44638      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.1.100:33265      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.3.235:43871      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.65.144:39558     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.78.217:35820     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.71.171:45311     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.205:39727     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.10.112:37317     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.9.59:43053       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.68.210:43150     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.10.218:40631     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.66.51:42034      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.7.248:35667      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.79.170:40640     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.10.141:34045     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.3:43923        ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.13.121:46849     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.7.86:39227       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.112:33796      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.1.221:34230      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.10.198:38661     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.70.178:38330     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.6.45:34392       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.72:46469       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.78.5:44223       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.11.103:42760     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.78.37:41165      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.72.154:41841     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.147:34522      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.201:39063     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.143:37004      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.64.112:36983     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.14.14:44718      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.6.178:37026      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.14.115:38174     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.165:46039      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.14.253:34854     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.77.227:35740     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.77.107:34131     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.75.158:37012     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.77:35339      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.143:34409      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.74.230:43525     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.1.152:44399      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.5.146:33338      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.114:40005      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.13.156:35342     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.31:44007      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.67:40231       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.67.161:38215     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.76.2:33055       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.79.99:45729      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.105:41481      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.6.82:38181       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.32:42032      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.68.190:41231     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.226:40785     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.69.185:45680     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.178:35416      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.75.97:46195      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.40:35519       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.64.239:34189     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.9.46:39936       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.75.241:34178     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.71.171:45023     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.65.144:35960     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.10:33452       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.139:34211     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.70.158:45348     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.79.219:36918     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.10.145:39220     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.93:44160      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.176:38600      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.1.152:32973      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.195:46312     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.14.233:38951     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.112:35012      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.2.129:45115      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.6.216:36111      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.10.91:36021      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.76.2:36194       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.69.143:33152     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.12.233:45904     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.30:42678       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.71.131:42026     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.1.109:44966      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.67.199:33539     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.79.229:38186     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.65.168:42644     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.65.95:41228      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.66.142:38625     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.3.50:42403       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.64.181:39716     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.7.242:33654      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.72.208:41444     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.64.149:36864     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.10.157:44291     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.13.156:39328     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.64.20:46632      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.15.213:40278     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.76.13:35576      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.3.81:41379       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.11.109:44480     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.74.44:44449      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.70.185:38328     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.68.109:45037     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.75.28:33372      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.0.68:40607       ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.5.204:33375      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.70.46:36634      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.8.190:33435      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.68.15:41401      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.77.101:34031     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.69.164:35118     ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.1.220:39925      ESTABLISHED 2481/condor_collect 
tcp        0      0 172.31.16.161:9618      172.31.76.161:35245     ESTABLISHED 2481/condor_collect 
