jobid, request_cpu, used_cpu, gpu type, gpu id, gpu memory, host, walltime (s), completion date
f20d549a9a6511eca198141877284d92, 2, 2.24, Tesla V100-SXM2-16GB, GPU-285c4c52, 16160, osg-wn-622160d9-00004c-2hjch.gke-icecube-pv100-2262229f-dljw.gke-icecube.gke.googleusercontent.com, 7992, 2022-03-04T20:01:41.261301
f2249d9e9a6511ecb80b141877284d92, 2, 2.25, , MIG-GPU-faa5803e-9db0-fbb3-1832-4506aeb58eff/0/0, 40533, osg-wn-622160d9-000031-28mr5.gke-icecube-pa100m1-c2066407-vnbw.gke-icecube.gke.googleusercontent.com, 7164, 2022-03-04T14:49:39.062139
f24116229a6511ecb80b141877284d92, 2, 1.81, NVIDIA GeForce RTX 2080 Ti, GPU-da9aa20e, 11019, osg-direct-6222732d-00001c--1-wz8nw.k8s-haosu-02-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6192, 2022-03-05T00:34:05.191271
f25da9689a6511ecb80b141877284d92, 2, 1.95, NVIDIA GeForce RTX 2080 Ti, GPU-d06a6c59, 11019, osg-wn-621fba4c-0001df--1-zt9db.k8s-haosu-19-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 5940, 2022-03-04T11:03:57.232855
f27da9c09a6511ecb80b141877284d92, 2, 1.87, NVIDIA GeForce RTX 2080 Ti, GPU-6c9391d7, 11019, osg-wn-621fba4c-000189--1-k6zvv.k8s-haosu-06-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6084, 2022-03-04T07:36:52.002481
f2ff25189a6511ecb80b141877284d92, 2, 1.37, NVIDIA GeForce GTX 1080 Ti, GPU-da26ec88, 11178, osg-wn-621fba4c-00029d--1-tk4xl.fiona8-2-calit2-uci-edu.osg-icecube.nrp-nautilus.io, 8928, 2022-03-04T19:03:38.186835
f318ccde9a6511ecb80b141877284d92, 2, 1.68, NVIDIA GeForce GTX 1080 Ti, GPU-6a079e65, 11178, osg-wn-621fba4c-0001d1--1-76rzc.k8s-gpu-1-ucr-edu.osg-icecube.nrp-nautilus.io, 8784, 2022-03-04T11:31:48.872552
f33313829a6511ecb80b141877284d92, 2, 2.24, Tesla V100-SXM2-16GB, GPU-93360574, 16160, osg-wn-622160d9-000038-hsp5n.gke-icecube-pv100-2262229f-6t4s.gke-icecube.gke.googleusercontent.com, 7704, 2022-03-04T15:31:38.191757
f34aa5e29a6511ec9519141877284d92, 2, 1.32, NVIDIA GeForce GTX 1080 Ti, GPU-4227859f, 11178, osg-wn-621fba4c-0001dd--1-bfnbw.fiona8-1-calit2-uci-edu.osg-icecube.nrp-nautilus.io, 8820, 2022-03-04T11:48:08.913576
f361e8ba9a6511ecb80b141877284d92, 2, 1.97, NVIDIA GeForce RTX 2080 Ti, GPU-ddd28d43, 11019, osg-wn-621fba4c-0001b9--1-bmrfd.k8s-haosu-07-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6228, 2022-03-04T09:58:51.573032
f379cb069a6511ecb45b141877284d92, 2, 1.77, NVIDIA GeForce RTX 2080 Ti, GPU-8eced3c2, 11019, osg-wn-621fba4c-000237--1-8wksl.k8s-haosu-18-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6336, 2022-03-04T14:21:38.546899
f39505569a6511ec8cfe141877284d92, 2, 1.97, NVIDIA GeForce RTX 2080 Ti, GPU-30099c5f, 11019, osg-wn-621fba4c-00017d--1-qnsp8.k8s-haosu-08-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6336, 2022-03-04T07:41:32.645221
f3acef689a6511ec8cfe141877284d92, 2, 2.05, NVIDIA GeForce RTX 2080 Ti, GPU-bd9ce036, 11019, osg-wn-621fba4c-000175--1-zfnnh.k8s-haosu-08-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6408, 2022-03-04T07:43:51.079002
f3c49dd49a6511ec8cfe141877284d92, 2, 1.89, NVIDIA GeForce RTX 2080 Ti, GPU-30099c5f, 11019, osg-wn-621fba4c-000259--1-gqvnp.k8s-haosu-08-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6192, 2022-03-04T15:31:38.214569
f3e8521a9a6511ec8cfe141877284d92, 2, 1.63, NVIDIA GeForce GTX 1080 Ti, GPU-b6cb7e96, 11178, osg-wn-621fba4c-0001f2--1-ljmpl.k8s-gpu-1-ucr-edu.osg-icecube.nrp-nautilus.io, 8820, 2022-03-04T12:25:13.109001
f40141089a6511ec8cfe141877284d92, 2, 1.85, NVIDIA GeForce RTX 2080 Ti, GPU-5e84af28, 11019, osg-wn-621fba4c-0001ef--1-r52l2.k8s-haosu-18-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6012, 2022-03-04T11:38:46.460359
f41ba4e49a6511ecb45b141877284d92, 2, 1.64, NVIDIA GeForce GTX 1080 Ti, GPU-5b412394, 11178, osg-wn-621fba4c-000205--1-lthkd.k8s-gpu-1-ucr-edu.osg-icecube.nrp-nautilus.io, 8820, 2022-03-04T13:07:04.118399
f435d6e89a6511ec8cfe141877284d92, 2, 1.62, NVIDIA GeForce GTX 1080 Ti, GPU-90d091ef, 11178, osg-wn-621fba4c-000178--1-t9vvc.fiona8-ucsc-edu.osg-icecube.nrp-nautilus.io, 8676, 2022-03-04T08:27:57.704108
f44e28f69a6511ecb45b141877284d92, 2, 1.77, NVIDIA GeForce RTX 2080 Ti, GPU-57029f8a, 11019, osg-wn-621fba4c-0002a4--1-hbm5c.k8s-haosu-15-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6408, 2022-03-04T22:28:30.611112
f46a7a9c9a6511ecb45b141877284d92, 2, 1.81, NVIDIA GeForce GTX 1080 Ti, GPU-ce551b79, 11178, osg-wn-621fba4c-000197--1-89tsl.prp-gpu-3-t2-ucsd-edu.osg-icecube.nrp-nautilus.io, 8892, 2022-03-04T09:19:21.693978
f48329e89a6511ecb80b141877284d92, 2, 2.24, NVIDIA GeForce RTX 2080 Ti, GPU-5bce65a6, 11019, osg-wn-621fba4c-0001a4--1-ltxh5.k8s-haosu-01-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6624, 2022-03-04T09:19:21.707756
f49d6e709a6511ec8cfe141877284d92, 2, 1.99, NVIDIA GeForce RTX 2080 Ti, GPU-1869d0f7, 11019, osg-direct-6222732d-000060--1-bvq65.k8s-haosu-05-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6192, 2022-03-05T05:31:30.541934
f4b9dde49a6511ec8cfe141877284d92, 2, 1.33, NVIDIA GeForce GTX 1080 Ti, GPU-44b117bd, 11178, osg-wn-621fba4c-0001c2--1-kjcnv.fiona8-1-calit2-uci-edu.osg-icecube.nrp-nautilus.io, 8856, 2022-03-04T11:08:33.829791
f4d0ba829a6511ec8cfe141877284d92, 2, 1.95, NVIDIA GeForce RTX 2080 Ti, GPU-73865e97, 11019, osg-wn-621fba4c-00019a--1-dljmx.suncave-1.osg-icecube.nrp-nautilus.io, 6228, 2022-03-04T08:44:19.126839
f4efbd929a6511ec9519141877284d92, 2, 1.85, NVIDIA GeForce RTX 2080 Ti, GPU-0ea93b46, 11019, osg-wn-621fba4c-000196--1-skvr8.k8s-haosu-11-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6300, 2022-03-04T08:18:40.437335
f50c9a349a6511ec9519141877284d92, 2, 1.34, NVIDIA GeForce GTX 1080 Ti, GPU-44b117bd, 11178, osg-wn-621fba4c-000191--1-pdd4q.fiona8-1-calit2-uci-edu.osg-icecube.nrp-nautilus.io, 8856, 2022-03-04T08:39:40.235061
f5267b709a6511ec9519141877284d92, 2, 1.84, NVIDIA GeForce RTX 2080 Ti, GPU-c807e0bd, 11019, osg-wn-621fba4c-000229--1-vfhgh.k8s-haosu-19-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6480, 2022-03-04T13:58:21.352648
f541a4869a6511ec8cfe141877284d92, 2, 1.86, NVIDIA GeForce RTX 2080 Ti, GPU-f2913d07, 11019, osg-wn-621fba4c-00019c--1-6hl7k.k8s-haosu-23-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6336, 2022-03-04T08:51:18.501879
f559863c9a6511ec8cfe141877284d92, 2, 2.16, NVIDIA GeForce RTX 2080 Ti, GPU-70d155a4, 11019, osg-wn-621fba4c-000175--1-2w627.k8s-haosu-20-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6408, 2022-03-04T08:07:02.120345
f572be409a6511ec9519141877284d92, 2, 2.24, NVIDIA GeForce RTX 2080 Ti, GPU-f5b0501e, 11019, osg-wn-621fba4c-000179--1-v4rzg.k8s-chase-ci-10-calit2-optiputer-net.osg-icecube.nrp-nautilus.io, 6948, 2022-03-04T08:30:19.870437
f5931cc69a6511ec8cfe141877284d92, 2, 1.84, NVIDIA GeForce RTX 2080 Ti, GPU-c807e0bd, 11019, osg-direct-6222732d-00001f--1-p6kng.k8s-haosu-19-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6408, 2022-03-05T00:43:27.658607
f5acf2049a6511ec9519141877284d92, 2, 1.33, NVIDIA TITAN Xp, GPU-3fdbd3a7, 12196, osg-wn-621fba4c-0001d0--1-x4ndr.dtn-gpu2-kreonet-net.osg-icecube.nrp-nautilus.io, 8100, 2022-03-04T11:08:33.812131
f5c7d7f49a6511ec9519141877284d92, 2, 1.84, NVIDIA GeForce RTX 2080 Ti, GPU-5b03213a, 11019, osg-wn-621fba4c-0001ab--1-csphq.k8s-haosu-23-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6372, 2022-03-04T09:14:43.236908
f5eb0cec9a6511ec9519141877284d92, 2, 1.84, NVIDIA GeForce RTX 2080 Ti, GPU-398a07d1, 11019, osg-wn-621fba4c-000199--1-bmv6q.k8s-haosu-06-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6228, 2022-03-04T08:18:40.375956
f602aae69a6511ec9519141877284d92, 2, 1.89, NVIDIA GeForce RTX 2080 Ti, GPU-84a4a059, 11019, osg-wn-621fba4c-00017f--1-5xjzg.k8s-haosu-15-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6300, 2022-03-04T08:21:00.891563
f61e6d449a6511ec9519141877284d92, 2, 1.28, NVIDIA TITAN Xp, GPU-3fdbd3a7, 12196, osg-wn-621fba4c-000199--1-x2zq2.dtn-gpu2-kreonet-net.osg-icecube.nrp-nautilus.io, 8135, 2022-03-04T08:51:18.364732
f63770b49a6511ec8cfe141877284d92, 2, 2.02, NVIDIA GeForce GTX 1080 Ti, GPU-6b3c9f86, 11178, osg-direct-6222732d-0001b2--1-qrbwf.fiona8-ucsc-edu.osg-icecube.nrp-nautilus.io, 8892, 2022-03-05T21:30:20.616248
f64fbcc89a6511ec9519141877284d92, 2, 1.92, NVIDIA GeForce RTX 2080 Ti, GPU-72402127, 11019, osg-wn-621fba4c-0001ad--1-ff58m.k8s-haosu-07-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6228, 2022-03-04T09:14:43.316583
f668d7d09a6511ec9519141877284d92, 2, 1.9, NVIDIA GeForce RTX 2080 Ti, GPU-da9aa20e, 11019, osg-wn-621fba4c-00019b--1-ktj2j.k8s-haosu-02-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6192, 2022-03-04T08:32:39.956095
f684fe749a6511ec9519141877284d92, 2, 2.25, , MIG-GPU-faa5803e-9db0-fbb3-1832-4506aeb58eff/0/0, 40533, osg-wn-622160d9-000016-nkp27.gke-icecube-pa100m1-c2066407-vnbw.gke-icecube.gke.googleusercontent.com, 7200, 2022-03-04T08:51:18.862989
f69eda609a6511ecb45b141877284d92, 2, 2.22, , MIG-GPU-01f3fb08-2135-d04a-b082-f8053aeb187d/2/0, 20082, osg-wn-622160d9-00001e-lqzq7.gke-icecube-pa100m2-747428e3-zlrz.gke-icecube.gke.googleusercontent.com, 8928, 2022-03-04T10:40:45.687580
f6b5db349a6511ec9519141877284d92, 2, 1.58, NVIDIA GeForce GTX 1080 Ti, GPU-5b412394, 11178, osg-wn-621fba4c-0001b7--1-f7rxm.k8s-gpu-1-ucr-edu.osg-icecube.nrp-nautilus.io, 8784, 2022-03-04T10:40:45.633486
f6d5cfca9a6511ec8006141877284d92, 2, 1.89, NVIDIA GeForce GTX 1080 Ti, GPU-5540a0ef, 11178, osg-direct-6222732d-000041--1-76s54.k8s-bharadia-04-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 8568, 2022-03-05T03:53:50.072718
f6ef27869a6511ec9519141877284d92, 2, 2.17, , MIG-GPU-01f3fb08-2135-d04a-b082-f8053aeb187d/1/0, 20082, osg-wn-622160d9-00003f-cx2sw.gke-icecube-pa100m2-747428e3-zlrz.gke-icecube.gke.googleusercontent.com, 8928, 2022-03-04T18:12:29.250304
f70e76409a6511ec9519141877284d92, 2, 1.94, NVIDIA GeForce RTX 2080 Ti, GPU-7b2bdedc, 11019, osg-wn-621fba4c-000291--1-lrpdr.k8s-haosu-06-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6228, 2022-03-04T17:32:53.794772
f72952949a6511eca198141877284d92, 2, 1.91, NVIDIA GeForce RTX 2080 Ti, GPU-ddd28d43, 11019, osg-wn-621fba4c-000208--1-b2t5z.k8s-haosu-07-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6264, 2022-03-04T12:29:49.313261
f744e9e69a6511eca198141877284d92, 2, 1.89, NVIDIA GeForce RTX 2080 Ti, GPU-06a96561, 11019, osg-direct-6222732d-00000b--1-ltwqj.k8s-haosu-23-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6552, 2022-03-04T22:16:52.240564
f75f7edc9a6511eca198141877284d92, 2, 1.32, NVIDIA GeForce GTX 1080 Ti, GPU-44b117bd, 11178, osg-wn-621fba4c-000254--1-7qr26.fiona8-1-calit2-uci-edu.osg-icecube.nrp-nautilus.io, 8928, 2022-03-04T16:08:59.997320
f77895a29a6511ecb80b141877284d92, 2, 2.24, NVIDIA GeForce RTX 2080 Ti, GPU-bab1d47d, 11019, osg-wn-621fba4c-000193--1-4rpgx.k8s-haosu-01-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6372, 2022-03-04T08:37:21.562692
f79b25f49a6511ecb80b141877284d92, 2, 2.24, NVIDIA GeForce RTX 2080 Ti, GPU-e46ecc09, 11019, osg-wn-621fba4c-00026d--1-8rtmh.fiona8-3-calit2-uci-edu.osg-icecube.nrp-nautilus.io, 7488, 2022-03-04T16:41:40.252355
f7b827da9a6511ecb45b141877284d92, 2, 2.25, , MIG-GPU-c098e219-ad6e-e30d-da19-3df1386eee32/0/0, 40533, osg-wn-622160d9-000016-cvq28.gke-icecube-pa100m1-c2066407-f4bl.gke-icecube.gke.googleusercontent.com, 7235, 2022-03-04T08:53:40.129061
f7d5e0f49a6511eca198141877284d92, 2, 1.93, NVIDIA GeForce RTX 2080 Ti, GPU-72402127, 11019, osg-wn-621fba4c-0001f3--1-c6g2x.k8s-haosu-07-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6336, 2022-03-04T11:45:47.600159
f7f06f5a9a6511ec9519141877284d92, 2, 1.93, NVIDIA GeForce RTX 2080 Ti, GPU-2be99f48, 11019, osg-wn-621fba4c-0001a1--1-n8s8m.k8s-haosu-19-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6336, 2022-03-04T08:53:40.107798
f80a95389a6511eca198141877284d92, 2, 1.96, NVIDIA GeForce RTX 2080 Ti, GPU-c807e0bd, 11019, osg-wn-621fba4c-0001a0--1-78gzc.k8s-haosu-19-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6408, 2022-03-04T08:56:00.767933
f826f5de9a6511ecb80b141877284d92, 2, 1.97, NVIDIA GeForce RTX 2080 Ti, GPU-754e6d5f, 11019, osg-wn-621fba4c-00022c--1-nd9bw.k8s-haosu-21-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6372, 2022-03-04T13:58:21.379057
f8412d149a6511ec9519141877284d92, 2, 2.24, NVIDIA GeForce RTX 2080 Ti, GPU-ec855a63, 11019, osg-wn-621fba4c-0001a3--1-vqmh8.k8s-haosu-16-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 5868, 2022-03-04T08:46:38.688359
f85f30c09a6511ec9519141877284d92, 2, 2.05, NVIDIA GeForce RTX 2080 Ti, GPU-0de2a492, 11019, osg-wn-621fba4c-0001a3--1-hlvf4.k8s-haosu-05-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6228, 2022-03-04T08:53:40.118555
f87c9e449a6511ecb80b141877284d92, 2, 1.86, NVIDIA GeForce RTX 2080 Ti, GPU-7b2bdedc, 11019, osg-wn-621fba4c-0001a2--1-f6rhk.k8s-haosu-06-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6300, 2022-03-04T08:56:00.743848
f89a52a49a6511ecb80b141877284d92, 2, 1.81, NVIDIA GeForce RTX 2080 Ti, GPU-3811a15e, 11019, osg-direct-6222732d-000164--1-45cjv.k8s-haosu-06-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6156, 2022-03-05T17:50:12.449541
f8b17f7e9a6511ec8006141877284d92, 2, 1.61, NVIDIA GeForce RTX 2080 Ti, GPU-127cba45, 11018, osg-wn-621fba4c-0001ef--1-8hh4l.suncave-1.osg-icecube.nrp-nautilus.io, 6552, 2022-03-04T11:48:09.018995
f8d100ba9a6511ec9519141877284d92, 2, 1.93, NVIDIA GeForce RTX 2080 Ti, GPU-c73ec8f1, 11019, osg-wn-621fba4c-00029e--1-ng8j6.k8s-haosu-19-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6156, 2022-03-04T18:19:33.226226
f8e948829a6511ecb80b141877284d92, 2, 1.66, NVIDIA GeForce RTX 2080 Ti, GPU-f962f02f, 11019, osg-wn-621fba4c-0001a9--1-nzv8l.k8s-haosu-10-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 7020, 2022-03-04T09:17:03.016534
f904c7d89a6511ecb80b141877284d92, 2, 1.67, NVIDIA GeForce GTX 1080 Ti, GPU-ef6e55b3, 11178, osg-wn-621fba4c-0001ac--1-ft2sz.fiona8-0-calit2-uci-edu.osg-icecube.nrp-nautilus.io, 8856, 2022-03-04T09:54:12.336442
f91fdf5a9a6511ec8cfe141877284d92, 2, 1.92, NVIDIA GeForce RTX 2080 Ti, GPU-0f88ba7e, 11019, osg-wn-621fba4c-0001ad--1-2qqcn.k8s-haosu-07-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6300, 2022-03-04T09:14:43.262479
f936baf49a6511ec9519141877284d92, 2, 2.24, , MIG-GPU-eb053924-9bd6-6a60-3b91-689ff27bc720/2/0, 20082, osg-wn-622160d9-000014-t4xfb.gke-icecube-pa100m2-747428e3-plnt.gke-icecube.gke.googleusercontent.com, 8928, 2022-03-04T10:45:24.984635
f9517f109a6511ec9519141877284d92, 2, 1.3, NVIDIA GeForce GTX 1080 Ti, GPU-52853fc3, 11178, osg-wn-621fba4c-00024d--1-ng6rz.k8s-gpu-2-ucsc-edu.osg-icecube.nrp-nautilus.io, 8748, 2022-03-04T15:40:56.098506
f96f8d529a6511ecb80b141877284d92, 2, 1.78, NVIDIA GeForce RTX 2080 Ti, GPU-fb40ec6f, 11019, osg-wn-621fba4c-0001f4--1-fslcx.k8s-haosu-18-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6336, 2022-03-04T11:45:47.486257
f98767ec9a6511eca198141877284d92, 2, 1.84, NVIDIA GeForce RTX 2080 Ti, GPU-fb40ec6f, 11019, osg-wn-621fba4c-000235--1-mj7cv.k8s-haosu-18-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6336, 2022-03-04T14:19:17.957185
f9a1f2b09a6511ec9519141877284d92, 2, 2.13, , MIG-GPU-6cda8953-a3aa-6354-51ac-b11e035ba6f8/2/0, 20082, osg-direct-6222761b-000035-6fpn2.gke-icecube-pa100m2-747428e3-pztq.gke-icecube.gke.googleusercontent.com, 8892, 2022-03-05T06:56:14.235330
f9bbed009a6511ec9519141877284d92, 2, 1.88, NVIDIA GeForce RTX 2080 Ti, GPU-2be99f48, 11019, osg-wn-621fba4c-0002a7--1-8vw98.k8s-haosu-19-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6336, 2022-03-04T18:56:40.653344
f9d6184c9a6511eca198141877284d92, 2, 1.76, NVIDIA GeForce GTX 1080 Ti, GPU-718585f8, 11178, osg-wn-621fba4c-000245--1-s462w.prp-gpu-3-t2-ucsd-edu.osg-icecube.nrp-nautilus.io, 8928, 2022-03-04T15:36:16.848800
f9edf5669a6511ecb80b141877284d92, 2, 2.25, , MIG-GPU-eb053924-9bd6-6a60-3b91-689ff27bc720/1/0, 20082, osg-wn-622160d9-000052-s5f6c.gke-icecube-pa100m2-747428e3-plnt.gke-icecube.gke.googleusercontent.com, 8856, 2022-03-04T20:43:41.152571
fa08ceea9a6511ecb80b141877284d92, 2, 1.83, NVIDIA GeForce RTX 2080 Ti, GPU-c807e0bd, 11019, osg-wn-621fba4c-00026e--1-fxw4r.k8s-haosu-19-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6480, 2022-03-04T16:27:41.214814
fa23a59e9a6511ec9519141877284d92, 2, 1.97, NVIDIA GeForce RTX 2080 Ti, GPU-0f88ba7e, 11019, osg-wn-621fba4c-0001f3--1-mqzbg.k8s-haosu-07-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6300, 2022-03-04T11:45:47.824943
fa3e5b649a6511ec9519141877284d92, 2, 1.89, NVIDIA GeForce RTX 2080 Ti, GPU-6c9391d7, 11019, osg-wn-621fba4c-00020b--1-29fvm.k8s-haosu-06-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6120, 2022-03-04T12:36:48.976703
fa56de789a6511ec9519141877284d92, 2, 2.24, NVIDIA GeForce RTX 2080 Ti, GPU-ec855a63, 11019, osg-wn-621fba4c-000271--1-4zjd2.k8s-haosu-16-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 5868, 2022-03-04T16:20:38.847723
fa7217ec9a6511ecb80b141877284d92, 2, 1.36, NVIDIA GeForce GTX 1080 Ti, GPU-8502b779, 11178, osg-direct-6222732d-000009--1-l26xt.fiona8-2-calit2-uci-edu.osg-icecube.nrp-nautilus.io, 8784, 2022-03-04T22:51:45.110633
fa8adda49a6511ecb80b141877284d92, 2, 1.65, NVIDIA GeForce RTX 2080 Ti, GPU-7512352a, 11019, osg-direct-6222732d-00001c--1-trvbv.k8s-haosu-02-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6228, 2022-03-05T02:25:30.682823
faa939ac9a6511ec9519141877284d92, 2, 1.81, NVIDIA GeForce RTX 2080 Ti, GPU-f2913d07, 11019, osg-direct-6222732d-000024--1-f8g6f.k8s-haosu-23-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6372, 2022-03-05T02:27:49.012989
fac695b09a6511ec9519141877284d92, 2, 1.2, NVIDIA GeForce GTX 1080 Ti, GPU-a8894087, 11177, osg-wn-621fba4c-0001eb--1-kr5f9.suncave-2.osg-icecube.nrp-nautilus.io, 8712, 2022-03-04T12:13:38.051267
fae204129a6511eca198141877284d92, 2, 1.2, NVIDIA GeForce GTX 1080 Ti, GPU-a7a6effc, 11178, osg-wn-621fba4c-0001c8--1-xm97p.suncave-27.osg-icecube.nrp-nautilus.io, 8784, 2022-03-04T10:59:20.680842
fafd48809a6511ec9519141877284d92, 2, 1.77, NVIDIA GeForce RTX 2080 Ti, GPU-ddd28d43, 11019, osg-direct-6222732d-000000--1-ft77h.k8s-haosu-07-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6300, 2022-03-04T22:02:46.886380
fb163b569a6511ec8cfe141877284d92, 2, 2.24, NVIDIA GeForce RTX 2080 Ti, GPU-bab1d47d, 11019, osg-wn-621fba4c-0001d9--1-b79tj.k8s-haosu-01-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6552, 2022-03-04T11:10:53.544498
fb3033bc9a6511ec9519141877284d92, 2, 2.24, NVIDIA GeForce RTX 2080 Ti, GPU-83946a75, 11019, osg-direct-6222732d-00000b--1-zb9kn.k8s-haosu-04-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 7344, 2022-03-04T22:30:49.993708
fb4b69a29a6511ec8cfe141877284d92, 2, 2.24, NVIDIA GeForce RTX 2080 Ti, GPU-12e5ab00, 11019, osg-wn-621fba4c-0001fe--1-6dnqb.k8s-haosu-04-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6660, 2022-03-04T12:08:59.631222
fb62cf989a6511ecb80b141877284d92, 2, 1.82, NVIDIA GeForce RTX 2080 Ti, GPU-1b9d9ca0, 11019, osg-wn-621fba4c-0001e3--1-qrz47.k8s-haosu-18-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6156, 2022-03-04T11:20:11.866315
fb81286c9a6511ecb80b141877284d92, 2, 1.95, NVIDIA GeForce RTX 2080 Ti, GPU-2be99f48, 11019, osg-wn-621fba4c-0001c7--1-jz7vq.k8s-haosu-19-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6336, 2022-03-04T11:22:32.964922
fb9e917c9a6511ecb45b141877284d92, 2, 1.58, NVIDIA GeForce GTX 1080 Ti, GPU-257d3aea, 11178, osg-wn-621fba4c-0001e6--1-wpc79.fiona8-0-calit2-uci-edu.osg-icecube.nrp-nautilus.io, 8820, 2022-03-04T12:06:39.480864
fbb9e01c9a6511ec8cfe141877284d92, 2, 1.7, NVIDIA GeForce RTX 2080 Ti, GPU-300e36c1, 11019, osg-direct-6222732d-00003e--1-fckbd.k8s-haosu-11-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6480, 2022-03-05T03:09:37.695859
fbda127e9a6511ecb80b141877284d92, 2, 1.94, NVIDIA GeForce RTX 2080 Ti, GPU-0de2a492, 11019, osg-wn-621fba4c-000271--1-wlfkg.k8s-haosu-05-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6228, 2022-03-04T16:25:21.197099
fbf5d22a9a6511ec8cfe141877284d92, 2, 1.89, NVIDIA GeForce RTX 2080 Ti, GPU-57029f8a, 11019, osg-wn-621fba4c-000224--1-zgqhf.k8s-haosu-15-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6444, 2022-03-04T13:51:25.248935
fc12051c9a6511ecb45b141877284d92, 2, 2.24, NVIDIA GeForce RTX 2080 Ti, GPU-19541ea5, 11019, osg-direct-6222732d-000012--1-gk8nw.k8s-gpu-3-ucr-edu.osg-icecube.nrp-nautilus.io, 8640, 2022-03-05T00:06:11.014684
fc2c54f89a6511ecb45b141877284d92, 2, 2.25, , MIG-GPU-c098e219-ad6e-e30d-da19-3df1386eee32/0/0, 40533, osg-wn-622160d9-000057-vcfmj.gke-icecube-pa100m1-c2066407-f4bl.gke-icecube.gke.googleusercontent.com, 7164, 2022-03-04T22:26:11.462730
fc4585b89a6511ec8cfe141877284d92, 2, 2.24, NVIDIA GeForce RTX 2080 Ti, GPU-ec855a63, 11019, osg-wn-621fba4c-0001e5--1-ft2v4.k8s-haosu-16-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 5904, 2022-03-04T11:17:52.937047
fc5ea26e9a6511ec8cfe141877284d92, 2, 2.24, NVIDIA GeForce RTX 2080 Ti, GPU-70d155a4, 11019, osg-wn-621fba4c-0001ce--1-9f575.k8s-haosu-20-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 6444, 2022-03-04T10:38:26.075006
