273019b28bc211ec9af0141877284d92, 2, 1.88, NVIDIA GeForce GTX 1080 Ti, GPU-52853fc3, 11178, osg-direct-6222732d-000509--1-nc8wr.k8s-gpu-2-ucsc-edu.osg-icecube.nrp-nautilus.io, 864, 2022-03-07T05:44:02.055147
29215a568bc211ec83fa141877284d92, 2, 1.85, NVIDIA GeForce RTX 2080 Ti, GPU-30156b75, 11019, osg-direct-6222732d-0004fd--1-pvbmg.k8s-haosu-22-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 792, 2022-03-07T04:45:49.520757
3360eb4e8bc211ec934d141877284d92, 2, 1.82, NVIDIA A40, GPU-a1b590c3, 45634, osg-big-62237d69-000078--1-7b8kb.k8s-a40-01-calit2-optiputer-net.osg-icecube.nrp-nautilus.io, 612, 2022-03-07T04:45:49.533330
3a02d5528bc211ec9af0141877284d92, 2, 1.64, NVIDIA GeForce GTX 1080, GPU-9fb89a88, 8118, osg-direct-6222732d-000511--1-tlxnb.suncave-24.osg-icecube.nrp-nautilus.io, 720, 2022-03-07T05:41:44.148581
3f80978a8bc211ec83fa141877284d92, 2, 1.75, NVIDIA GeForce GTX 1080 Ti, GPU-5540a0ef, 11178, osg-direct-6222732d-00050e--1-zhwz2.k8s-bharadia-04-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 1584, 2022-03-07T05:48:40.003054
40d7ca7c8bc211eca422141877284d92, 2, 1.37, NVIDIA GeForce GTX 1080, GPU-c5c7813b, 8118, osg-direct-6222732d-000500--1-wd5mj.suncave-21.osg-icecube.nrp-nautilus.io, 684, 2022-03-07T05:41:44.084885
44ecec648bc211ec9af0141877284d92, 2, 1.87, NVIDIA GeForce RTX 2080 Ti, GPU-da9aa20e, 11019, osg-direct-6222732d-000504--1-r6jfg.k8s-haosu-02-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 792, 2022-03-07T04:55:10.476565
4588f1ae8bc211eca4d7141877284d92, 2, 1.8, NVIDIA GeForce GTX 1080 Ti, GPU-94e0465c, 11178, osg-direct-6222732d-000504--1-vjtv2.k8s-gpu-03-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 936, 2022-03-07T04:57:29.335561
47074da08bc211ec83fa141877284d92, 2, 1.78, NVIDIA A40, GPU-a1b590c3, 45634, osg-big-62237d69-000078--1-7b8kb.k8s-a40-01-calit2-optiputer-net.osg-icecube.nrp-nautilus.io, 504, 2022-03-07T04:55:10.450448
47e2175a8bc211ecb423141877284d92, 2, 1.82, NVIDIA GeForce RTX 2080 Ti, GPU-30156b75, 11019, osg-direct-6222732d-0004fd--1-pvbmg.k8s-haosu-22-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 792, 2022-03-07T04:59:48.425922
4a5d94fa8bc211ecb423141877284d92, 2, 1.86, NVIDIA GeForce RTX 2080 Ti, GPU-09772755, 11019, osg-direct-6222732d-0004ff--1-wzn22.k8s-haosu-15-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 756, 2022-03-07T05:51:00.427452
4b0076e88bc211eca422141877284d92, 2, 1.92, NVIDIA GeForce GTX 1080 Ti, GPU-a7a6effc, 11178, osg-direct-6222732d-000511--1-lzqrr.suncave-27.osg-icecube.nrp-nautilus.io, 540, 2022-03-07T05:48:39.930004
4bd1993a8bc211ec83fa141877284d92, 2, 1.79, NVIDIA A40, GPU-a1b590c3, 45634, osg-big-62237d69-000078--1-7b8kb.k8s-a40-01-calit2-optiputer-net.osg-icecube.nrp-nautilus.io, 468, 2022-03-07T05:02:07.636743
4f05c0688bc211eca422141877284d92, 2, 2.02, A100-SXM4-40GB, GPU-b37792b1, 40537, osg-direct-6224d451-00004c-bf5gs.gke-icecube-ts-pa100t3-74a68b53-2x8w.gke-icecube.gke.googleusercontent.com, 936, 2022-03-07T05:53:20.058816
4fb57bb68bc211eca4d7141877284d92, 2, 1.88, NVIDIA GeForce RTX 2080 Ti, GPU-da9aa20e, 11019, osg-direct-6222732d-000504--1-r6jfg.k8s-haosu-02-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 864, 2022-03-07T05:09:09.495038
4fee7d948bc211ec9af0141877284d92, 2, 2.0, A100-SXM4-40GB, GPU-6053cbcb, 40537, osg-direct-6224d451-000048-slvx9.gke-icecube-ts-pa100t4-48229081-2xgp.gke-icecube.gke.googleusercontent.com, 1044, 2022-03-07T05:13:46.653217
5031d0628bc211ec9af0141877284d92, 2, 1.83, NVIDIA GeForce GTX 1080 Ti, GPU-94e0465c, 11178, osg-direct-6222732d-000504--1-vjtv2.k8s-gpu-03-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 720, 2022-03-07T05:09:09.428387
5076e7ba8bc211eca4d7141877284d92, 2, 1.84, NVIDIA GeForce RTX 2080 Ti, GPU-0de2a492, 11019, osg-direct-6222732d-000503--1-mn9rn.k8s-haosu-05-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 792, 2022-03-07T05:13:46.543661
50ad1bf08bc211eca4d7141877284d92, 2, 1.85, NVIDIA GeForce RTX 2080 Ti, GPU-09772755, 11019, osg-direct-6222732d-0004ff--1-wzn22.k8s-haosu-15-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 828, 2022-03-07T05:13:46.428850
50dea92c8bc211eca4d7141877284d92, 2, 1.88, NVIDIA GeForce RTX 2080 Ti, GPU-ddd28d43, 11019, osg-direct-6222732d-000505--1-bw72t.k8s-haosu-07-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 756, 2022-03-07T05:13:46.506760
5149ab328bc211eca4d7141877284d92, 2, 1.88, NVIDIA GeForce RTX 2080 Ti, GPU-30156b75, 11019, osg-direct-6222732d-0004fd--1-pvbmg.k8s-haosu-22-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 792, 2022-03-07T05:13:46.518090
537cdae68bc211ec934d141877284d92, 2, 1.81, Tesla T4, GPU-f75da8cf, 15110, osg-direct-6224d451-000044-4qmvm.gke-icecube-ts-pt4t2-16-1acfb423-qsl5.gke-icecube.gke.googleusercontent.com, 1332, 2022-03-07T05:23:09.262724
53b91bc88bc211ecb423141877284d92, 2, 1.32, NVIDIA GeForce GTX 1080, GPU-ad4080df, 8118, osg-direct-6222732d-000501--1-6phhr.suncave-23.osg-icecube.nrp-nautilus.io, 648, 2022-03-07T05:11:27.909754
53f893ac8bc211ec83fa141877284d92, 2, 1.85, NVIDIA A40, GPU-a1b590c3, 45634, osg-big-62237d69-000078--1-7b8kb.k8s-a40-01-calit2-optiputer-net.osg-icecube.nrp-nautilus.io, 504, 2022-03-07T05:11:27.983037
5b4d6f2e8bc211eca4d7141877284d92, 2, 1.9, NVIDIA GeForce RTX 2080 Ti, GPU-bab1d47d, 11019, osg-direct-6222732d-000507--1-6rr9z.k8s-haosu-01-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 720, 2022-03-07T05:16:07.111411
5bac94188bc211ec9af0141877284d92, 2, 1.75, NVIDIA GeForce GTX 1080 Ti, GPU-6341f0d6, 11178, osg-direct-6222732d-000501--1-blnv9.k8s-chase-ci-06-calit2-optiputer-net.osg-icecube.nrp-nautilus.io, 1008, 2022-03-07T05:20:49.195673
5c08b3d88bc211ec934d141877284d92, 2, 1.74, Tesla T4, GPU-f75da8cf, 15110, osg-direct-6224d451-000045-zjp8q.gke-icecube-ts-pt4t2-16-1acfb423-qsl5.gke-icecube.gke.googleusercontent.com, 1404, 2022-03-07T05:27:45.869545
5c4121fa8bc211eca422141877284d92, 2, 1.36, NVIDIA GeForce GTX 1080, GPU-c5c7813b, 8118, osg-direct-6222732d-000500--1-wd5mj.suncave-21.osg-icecube.nrp-nautilus.io, 792, 2022-03-07T05:16:07.121409
5c7721b08bc211ec934d141877284d92, 2, 1.73, NVIDIA GeForce GTX 1080 Ti, GPU-b6cb7e96, 11178, osg-direct-6222732d-000502--1-ml7pn.k8s-gpu-1-ucr-edu.osg-icecube.nrp-nautilus.io, 828, 2022-03-07T05:18:28.759463
5cb5b7868bc211ec934d141877284d92, 2, 1.9, NVIDIA GeForce GTX 1080 Ti, GPU-52853fc3, 11178, osg-direct-6222732d-000509--1-nc8wr.k8s-gpu-2-ucsc-edu.osg-icecube.nrp-nautilus.io, 684, 2022-03-07T05:18:28.741625
5cf1c0008bc211eca422141877284d92, 2, 1.86, NVIDIA GeForce RTX 2080 Ti, GPU-c865dbaa, 11019, osg-direct-6222732d-000512--1-hbsrx.k8s-haosu-06-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 828, 2022-03-07T06:29:50.804185
5d2e10148bc211eca422141877284d92, 2, 1.84, NVIDIA GeForce GTX 1080 Ti, GPU-ea3d819d, 11178, osg-direct-6222732d-00050a--1-6w5bv.k8s-chase-ci-01-noc-ucsb-edu.osg-icecube.nrp-nautilus.io, 972, 2022-03-07T05:23:09.368232
5d614b3c8bc211ec83fa141877284d92, 2, 1.87, NVIDIA GeForce RTX 3090, GPU-4bbcb46a, 24268, osg-big-62237d69-00007a--1-7qd7m.prp01-ifa-hawaii-edu.osg-icecube.nrp-nautilus.io, 612, 2022-03-07T05:20:49.136956
5d92d53a8bc211ec934d141877284d92, 2, 1.41, NVIDIA GeForce GTX 1080, GPU-4935fbdb, 8120, osg-direct-6222732d-000506--1-fb7d6.suncave-21.osg-icecube.nrp-nautilus.io, 756, 2022-03-07T05:20:49.147056
5dc4a1c88bc211ec934d141877284d92, 2, 1.91, NVIDIA GeForce GTX 1080 Ti, GPU-da26ec88, 11178, osg-direct-6222732d-00050b--1-vwlrc.fiona8-2-calit2-uci-edu.osg-icecube.nrp-nautilus.io, 720, 2022-03-07T05:20:49.182960
5dfdca028bc211ec9af0141877284d92, 2, 1.84, NVIDIA GeForce GTX 1080 Ti, GPU-94e0465c, 11178, osg-direct-6222732d-000504--1-vjtv2.k8s-gpu-03-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 864, 2022-03-07T05:25:27.005977
5e3475028bc211ec9af0141877284d92, 2, 1.8, NVIDIA A40, GPU-a1b590c3, 45634, osg-big-62237d69-000078--1-7b8kb.k8s-a40-01-calit2-optiputer-net.osg-icecube.nrp-nautilus.io, 468, 2022-03-07T05:20:49.163868
5e6532148bc211eca4d7141877284d92, 2, 1.88, NVIDIA GeForce RTX 2080 Ti, GPU-da9aa20e, 11019, osg-direct-6222732d-000504--1-r6jfg.k8s-haosu-02-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 792, 2022-03-07T05:25:27.016404
5e962aae8bc211ec9af0141877284d92, 2, 1.35, NVIDIA GeForce GTX 1080, GPU-ad4080df, 8118, osg-direct-6222732d-000501--1-6phhr.suncave-23.osg-icecube.nrp-nautilus.io, 828, 2022-03-07T05:25:27.204950
5ec4256c8bc211ec934d141877284d92, 2, 1.86, NVIDIA GeForce RTX 2080 Ti, GPU-09772755, 11019, osg-direct-6222732d-0004ff--1-wzn22.k8s-haosu-15-sdsc-optiputer-net.osg-icecube.nrp-nautilus.io, 792, 2022-03-07T05:25:27.162387
